 Both 128K ROMs loaded successfully!
Screen RAM initialized with white paper, black ink
=== Emulator started - ROM loaded - CPU Reset ===
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[17820000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17830000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17840000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17850000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17860000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17870000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17880000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[17890000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17900000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17910000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17920000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17930000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17940000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17950000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[17960000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17970000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17980000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[17990000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18000000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4150: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[18010000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18020000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18030000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18040000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18050000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18060000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18070000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18080000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18090000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18100000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18110000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18120000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18130000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18140000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18150000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18160000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18170000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18180000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18190000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18200000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4200: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[18210000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18220000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18230000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18240000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18250000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18260000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18270000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18280000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18290000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18300000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18310000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18320000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18330000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18340000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18350000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18360000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18370000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18380000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18390000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4250: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[18400000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18410000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18420000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18430000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18440000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18450000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18460000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18470000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18480000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18490000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18500000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18510000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18520000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18530000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18540000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18550000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18560000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18570000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18580000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
Frame 4300: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[18590000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18600000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18610000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18620000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18630000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18640000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18650000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18660000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18670000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18680000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18690000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18700000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18710000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18720000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18730000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18740000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18750000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18760000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18770000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18780000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4350: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[18790000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18800000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18810000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18820000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18830000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18840000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18850000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18860000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18870000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18880000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18890000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18900000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18910000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18920000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18930000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[18940000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18950000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18960000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18970000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4400: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[18980000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[18990000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19000000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19010000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19020000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19030000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19040000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19050000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19060000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19070000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19080000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19090000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19100000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19110000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19120000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19130000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19140000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19150000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19160000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4450: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[19170000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19180000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19190000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19200000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19210000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19220000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19230000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19240000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19250000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19260000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19270000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19280000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19290000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19300000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19310000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19320000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19330000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19340000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19350000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19360000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4500: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[19370000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19380000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19390000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19400000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19410000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19420000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19430000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19440000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19450000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19460000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19470000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19480000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19490000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19500000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19510000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19520000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19530000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19540000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19550000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4550: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[19560000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19570000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19580000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19590000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19600000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19610000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19620000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19630000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19640000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19650000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19660000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19670000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19680000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19690000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19700000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19710000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19720000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19730000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19740000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19750000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 4600: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[19760000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19770000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19780000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19790000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19800000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19810000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19820000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19830000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19840000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[19850000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19860000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[19870000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
