 Both 128K ROMs loaded successfully!
Screen RAM initialized with white paper, black ink
=== Emulator started - ROM loaded - CPU Reset ===
[630000] PC=0x5B2B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B66 SP=0x4B15 OP=0xFD
[640000] PC=0x5A3D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B8E SP=0x4AC9 OP=0x38
[650000] PC=0x5925 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB6 SP=0x4A79 OP=0x38
[660000] PC=0x5B82 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BDC SP=0x4A29 OP=0x07
[670000] PC=0x5AEB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B04 SP=0x49DD OP=0x38
[680000] PC=0x59D3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2C SP=0x498D OP=0x38
[690000] PC=0x5BD9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B52 SP=0x493D OP=0xA8
[700000] PC=0x5B4D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B7A SP=0x48ED OP=0xA8
[710000] PC=0x5A81 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA2 SP=0x48A1 OP=0x38
[720000] PC=0x5969 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCA SP=0x4851 OP=0x38
[730000] PC=0x5BA4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF0 SP=0x4801 OP=0x7F
[740000] PC=0x5B18 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B18 SP=0x47B1 OP=0x7F
[750000] PC=0x5A17 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B40 SP=0x4765 OP=0x38
[760000] PC=0x5900 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B68 SP=0x4715 OP=0x00
Frame 150: PC: 0x5A0B SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[770000] PC=0x5B6F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B8E SP=0x46C5 OP=0xFD
[780000] PC=0x5AC5 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB6 SP=0x4679 OP=0x38
[790000] PC=0x59AD A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDE SP=0x4629 OP=0x38
[800000] PC=0x5BC6 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B04 SP=0x45D9 OP=0x07
[810000] PC=0x5B3A A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B2C SP=0x4589 OP=0x7F
[820000] PC=0x5A5B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B54 SP=0x453D OP=0x38
[830000] PC=0x5943 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7C SP=0x44ED OP=0x38
[840000] PC=0x5B91 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA2 SP=0x449D OP=0xA8
[850000] PC=0x5B05 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BCA SP=0x444F OP=0xA8
[860000] PC=0x59F1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF2 SP=0x4401 OP=0x38
[870000] PC=0x5BE8 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B18 SP=0x43B1 OP=0x7F
[880000] PC=0x5B5C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B40 SP=0x4361 OP=0x7F
[890000] PC=0x5A9F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B68 SP=0x4315 OP=0x38
[900000] PC=0x5987 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B90 SP=0x42C5 OP=0x38
[910000] PC=0x5BB3 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BB6 SP=0x4275 OP=0xFD
[920000] PC=0x5B27 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDE SP=0x4225 OP=0xFD
[930000] PC=0x5A35 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B06 SP=0x41D9 OP=0x38
[940000] PC=0x591D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2E SP=0x4189 OP=0x38
[950000] PC=0x5B7E A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B54 SP=0x4139 OP=0x07
[960000] PC=0x5AE3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7C SP=0x40ED OP=0x38
[970000] PC=0x59CB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA4 SP=0x409D OP=0x38
[980000] PC=0x5BD5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BCA SP=0x404D OP=0xA8
[990000] PC=0x5B49 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF2 SP=0x3FFD OP=0xA8
[1000000] PC=0x5A79 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1A SP=0x3FB1 OP=0x38
[1010000] PC=0x5961 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B42 SP=0x3F61 OP=0x38
Frame 200: PC: 0x59ED SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[1020000] PC=0x5BA0 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B68 SP=0x3F11 OP=0x7F
[1030000] PC=0x5B14 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B90 SP=0x3EC1 OP=0x7F
[1040000] PC=0x5A0F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB8 SP=0x3E75 OP=0x38
[1050000] PC=0x5BF8 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDF SP=0x3E25 OP=0x1C
[1060000] PC=0x5B6B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B06 SP=0x3DD5 OP=0xFD
[1070000] PC=0x5ABD A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2E SP=0x3D89 OP=0x38
[1080000] PC=0x59A5 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B56 SP=0x3D39 OP=0x38
[1090000] PC=0x5BC2 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B7C SP=0x3CE9 OP=0x07
[1100000] PC=0x5B36 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA4 SP=0x3C99 OP=0x7F
[1110000] PC=0x5A53 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCC SP=0x3C4D OP=0x38
[1120000] PC=0x593B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x3BFD OP=0x38
[1130000] PC=0x5B8D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B1A SP=0x3BAD OP=0xA8
[1140000] PC=0x5B00 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B42 SP=0x3B61 OP=0xE5
[1150000] PC=0x59E9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6A SP=0x3B11 OP=0x38
[1160000] PC=0x5BE4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B90 SP=0x3AC1 OP=0x7F
[1170000] PC=0x5B58 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB8 SP=0x3A71 OP=0x7F
[1180000] PC=0x5A97 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE0 SP=0x3A25 OP=0x38
[1190000] PC=0x597F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B08 SP=0x39D5 OP=0x38
[1200000] PC=0x5BAF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2E SP=0x3985 OP=0xFD
[1210000] PC=0x5B23 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B56 SP=0x3935 OP=0xFD
[1220000] PC=0x5A2D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7E SP=0x38E9 OP=0x38
[1230000] PC=0x5915 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA6 SP=0x3899 OP=0x38
[1240000] PC=0x5B7A A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BCC SP=0x3849 OP=0x07
[1250000] PC=0x5ADB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x37FD OP=0x38
[1260000] PC=0x59C3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1C SP=0x37AD OP=0x38
Frame 250: PC: 0x59CF SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[1270000] PC=0x5BD1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B42 SP=0x375D OP=0xA8
[1280000] PC=0x5B45 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B6A SP=0x370D OP=0xA8
[1290000] PC=0x5A71 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B92 SP=0x36C1 OP=0x38
[1300000] PC=0x5959 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBA SP=0x3671 OP=0x38
[1310000] PC=0x5B9C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BE0 SP=0x3621 OP=0x7F
[1320000] PC=0x5B10 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B08 SP=0x35D1 OP=0x7F
[1330000] PC=0x5A07 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B30 SP=0x3585 OP=0x38
[1340000] PC=0x5BF4 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B56 SP=0x3535 OP=0x00
[1350000] PC=0x5B67 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7E SP=0x34E5 OP=0xFD
[1360000] PC=0x5AB5 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA6 SP=0x3499 OP=0x38
[1370000] PC=0x599D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCE SP=0x3449 OP=0x38
[1380000] PC=0x5BBE A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x33F9 OP=0x07
[1390000] PC=0x5B32 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B1C SP=0x33A9 OP=0x7F
[1400000] PC=0x5A4B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B44 SP=0x335D OP=0x38
[1410000] PC=0x5933 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6C SP=0x330D OP=0x38
[1420000] PC=0x5B89 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B92 SP=0x32BD OP=0xA8
[1430000] PC=0x5AF9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBA SP=0x3271 OP=0x38
[1440000] PC=0x59E1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE2 SP=0x3221 OP=0x38
[1450000] PC=0x5BE0 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B08 SP=0x31D1 OP=0x7F
[1460000] PC=0x5B54 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B30 SP=0x3181 OP=0x7F
[1470000] PC=0x5A8F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B58 SP=0x3135 OP=0x38
[1480000] PC=0x5977 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B80 SP=0x30E5 OP=0x38
[1490000] PC=0x5BAB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BA6 SP=0x3095 OP=0xFD
[1500000] PC=0x5B1F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCE SP=0x3045 OP=0xFD
[1510000] PC=0x5A25 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF6 SP=0x2FF9 OP=0x38
Frame 300: PC: 0x59B1 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[1520000] PC=0x590D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1E SP=0x2FA9 OP=0x38
[1530000] PC=0x5B76 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B44 SP=0x2F59 OP=0x07
[1540000] PC=0x5AD3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6C SP=0x2F0D OP=0x38
[1550000] PC=0x59BB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B94 SP=0x2EBD OP=0x38
[1560000] PC=0x5BCD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BBA SP=0x2E6D OP=0xA8
[1570000] PC=0x5B41 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE2 SP=0x2E1D OP=0xA8
[1580000] PC=0x5A69 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B0A SP=0x2DD1 OP=0x38
[1590000] PC=0x5951 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B32 SP=0x2D81 OP=0x38
[1600000] PC=0x5B98 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B58 SP=0x2D31 OP=0x7F
[1610000] PC=0x5B0C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B80 SP=0x2CE1 OP=0x7F
[1620000] PC=0x59FF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA8 SP=0x2C95 OP=0x38
[1630000] PC=0x5BEF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCE SP=0x2C45 OP=0x38
[1640000] PC=0x5B63 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF6 SP=0x2BF5 OP=0xFD
[1650000] PC=0x5AAD A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1E SP=0x2BA9 OP=0x38
[1660000] PC=0x5995 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B46 SP=0x2B59 OP=0x38
[1670000] PC=0x5BBA A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B6C SP=0x2B09 OP=0x07
[1680000] PC=0x5B2E A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B94 SP=0x2AB9 OP=0x7F
[1690000] PC=0x5A43 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBC SP=0x2A6D OP=0x38
[1700000] PC=0x592B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE4 SP=0x2A1D OP=0x38
[1710000] PC=0x5B85 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B0A SP=0x29CD OP=0xA8
[1720000] PC=0x5AF1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B32 SP=0x2981 OP=0x38
[1730000] PC=0x59D9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B5A SP=0x2931 OP=0x38
[1740000] PC=0x5BDC A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B80 SP=0x28E1 OP=0x7F
[1750000] PC=0x5B50 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA8 SP=0x2891 OP=0x7F
[1760000] PC=0x5A87 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD0 SP=0x2845 OP=0x38
Frame 350: PC: 0x5993 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[1770000] PC=0x596F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF8 SP=0x27F5 OP=0x38
[1780000] PC=0x5BA7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1E SP=0x27A5 OP=0xFD
[1790000] PC=0x5B1B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B46 SP=0x2755 OP=0xFD
[1800000] PC=0x5A1D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6E SP=0x2709 OP=0x38
[1810000] PC=0x5905 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B96 SP=0x26B9 OP=0x38
[1820000] PC=0x5B72 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BBC SP=0x2669 OP=0x07
[1830000] PC=0x5ACB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE4 SP=0x261D OP=0x38
[1840000] PC=0x59B3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B0C SP=0x25CD OP=0x38
[1850000] PC=0x5BC9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B32 SP=0x257D OP=0xA8
[1860000] PC=0x5B3D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B5A SP=0x252D OP=0xA8
[1870000] PC=0x5A61 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B82 SP=0x24E1 OP=0x38
[1880000] PC=0x5949 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BAA SP=0x2491 OP=0x38
[1890000] PC=0x5B94 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BD0 SP=0x2441 OP=0x7F
[1900000] PC=0x5B08 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF8 SP=0x23F1 OP=0x7F
[1910000] PC=0x59F7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B20 SP=0x23A5 OP=0x38
[1920000] PC=0x5BEB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B46 SP=0x2355 OP=0xFD
[1930000] PC=0x5B5F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6E SP=0x2305 OP=0xFD
[1940000] PC=0x5AA5 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B96 SP=0x22B9 OP=0x38
[1950000] PC=0x598D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBE SP=0x2269 OP=0x38
[1960000] PC=0x5BB6 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE4 SP=0x2219 OP=0x07
[1970000] PC=0x5B2A A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B0C SP=0x21C9 OP=0x7F
[1980000] PC=0x5A3B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B34 SP=0x217D OP=0x38
[1990000] PC=0x5923 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B5C SP=0x212D OP=0x38
[2000000] PC=0x5B81 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B82 SP=0x20DD OP=0xA8
[2010000] PC=0x5AE9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BAA SP=0x2091 OP=0x38
Frame 400: PC: 0x5975 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[2020000] PC=0x59D1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD2 SP=0x2041 OP=0x38
[2030000] PC=0x5BD8 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF8 SP=0x1FF1 OP=0x7F
[2040000] PC=0x5B4C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B20 SP=0x1FA1 OP=0x7F
[2050000] PC=0x5A7F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B48 SP=0x1F55 OP=0x38
[2060000] PC=0x5967 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B70 SP=0x1F05 OP=0x38
[2070000] PC=0x5BA3 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B96 SP=0x1EB5 OP=0xFD
[2080000] PC=0x5B17 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBE SP=0x1E65 OP=0xFD
[2090000] PC=0x5A15 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE6 SP=0x1E19 OP=0x38
[2100000] PC=0x5BFB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B0E SP=0x1DC9 OP=0xC3
[2110000] PC=0x5B6E A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B34 SP=0x1D79 OP=0x07
[2120000] PC=0x5AC3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B5C SP=0x1D2D OP=0x38
[2130000] PC=0x59AB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B84 SP=0x1CDD OP=0x38
[2140000] PC=0x5BC5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BAA SP=0x1C8D OP=0xA8
[2150000] PC=0x5B39 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD2 SP=0x1C3D OP=0xA8
[2160000] PC=0x5A59 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BFA SP=0x1BF1 OP=0x38
[2170000] PC=0x5941 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B22 SP=0x1BA1 OP=0x38
[2180000] PC=0x5B90 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B48 SP=0x1B51 OP=0x7F
[2190000] PC=0x5B04 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B70 SP=0x1B03 OP=0x7F
[2200000] PC=0x59EF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B98 SP=0x1AB5 OP=0x38
[2210000] PC=0x5BE7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBE SP=0x1A65 OP=0xFD
[2220000] PC=0x5B5B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BE6 SP=0x1A15 OP=0xFD
[2230000] PC=0x5A9D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B0E SP=0x19C9 OP=0x38
[2240000] PC=0x5985 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B36 SP=0x1979 OP=0x38
[2250000] PC=0x5BB2 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B5C SP=0x1929 OP=0x07
[2260000] PC=0x5B26 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B84 SP=0x18D9 OP=0x7F
Frame 450: PC: 0x5957 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[2270000] PC=0x5A33 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BAC SP=0x188D OP=0x38
[2280000] PC=0x591B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD4 SP=0x183D OP=0x38
[2290000] PC=0x5B7D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BFA SP=0x17ED OP=0xA8
[2300000] PC=0x5AE1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B22 SP=0x17A1 OP=0x38
[2310000] PC=0x59C9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B4A SP=0x1751 OP=0x38
[2320000] PC=0x5BD4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B70 SP=0x1701 OP=0x7F
[2330000] PC=0x5B48 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B98 SP=0x16B1 OP=0x7F
[2340000] PC=0x5A77 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BC0 SP=0x1665 OP=0x38
[2350000] PC=0x595F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE8 SP=0x1615 OP=0x38
[2360000] PC=0x5B9F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B0E SP=0x15C5 OP=0xFD
[2370000] PC=0x5B13 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B36 SP=0x1575 OP=0xFD
[2380000] PC=0x5A0D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B5E SP=0x1529 OP=0x38
[2390000] PC=0x5BF7 A=0x1D HL=0x0038 BC=0x7F7F DE=0x5B85 SP=0x14D9 OP=0x7E
[2400000] PC=0x5B6A A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BAC SP=0x1489 OP=0x07
[2410000] PC=0x5ABB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD4 SP=0x143D OP=0x38
[2420000] PC=0x59A3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BFC SP=0x13ED OP=0x38
[2430000] PC=0x5BC1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B22 SP=0x139D OP=0xA8
[2440000] PC=0x5B35 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B4A SP=0x134D OP=0xA8
[2450000] PC=0x5A51 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B72 SP=0x1301 OP=0x38
[2460000] PC=0x5939 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B9A SP=0x12B1 OP=0x38
[2470000] PC=0x5B8C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BC0 SP=0x1261 OP=0x7F
[2480000] PC=0x5AFF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE8 SP=0x1215 OP=0xA8
[2490000] PC=0x59E7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B10 SP=0x11C5 OP=0x38
[2500000] PC=0x5BE3 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B36 SP=0x1175 OP=0xFD
[2510000] PC=0x5B57 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B5E SP=0x1125 OP=0xFD
Frame 500: PC: 0x5939 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[2520000] PC=0x5A95 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B86 SP=0x10D9 OP=0x38
[2530000] PC=0x597D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BAE SP=0x1089 OP=0x38
[2540000] PC=0x5BAE A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD4 SP=0x1039 OP=0x07
[2550000] PC=0x5B22 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BFC SP=0x0FE9 OP=0x7F
[2560000] PC=0x5A2B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B24 SP=0x0F9D OP=0x38
[2570000] PC=0x5913 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B4C SP=0x0F4D OP=0x38
[2580000] PC=0x5B79 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B72 SP=0x0EFD OP=0xA8
[2590000] PC=0x5AD9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B9A SP=0x0EB1 OP=0x38
[2600000] PC=0x59C1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BC2 SP=0x0E61 OP=0x38
[2610000] PC=0x5BD0 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE8 SP=0x0E11 OP=0x7F
[2620000] PC=0x5B44 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B10 SP=0x0DC1 OP=0x7F
[2630000] PC=0x5A6F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B38 SP=0x0D75 OP=0x38
[2640000] PC=0x5957 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B60 SP=0x0D25 OP=0x38
[2650000] PC=0x5B9B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B86 SP=0x0CD5 OP=0xFD
[2660000] PC=0x5B0F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BAE SP=0x0C85 OP=0xFD
[2670000] PC=0x5A05 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD6 SP=0x0C39 OP=0x38
[2680000] PC=0x5BF3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BFC SP=0x0BE9 OP=0x48
[2690000] PC=0x5B66 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B24 SP=0x0B99 OP=0x07
[2700000] PC=0x5AB3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B4C SP=0x0B4D OP=0x38
[2710000] PC=0x599B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B74 SP=0x0AFD OP=0x38
[2720000] PC=0x5BBD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B9A SP=0x0AAD OP=0xA8
[2730000] PC=0x5B31 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BC2 SP=0x0A5D OP=0xA8
[2740000] PC=0x5A49 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BEA SP=0x0A11 OP=0x38
